	Ambigious	Bias	Name	Oppositgender	WikiName
0	0	male	Mikrotechnologe	Mikrotechnologin	Mikrotechnologe
1	0	male	Metallformer	Metallformerin	Metallverformer
2	0	male	Honorarprofessor	Honorarprofessorin	Honorarprofessor
3	0	male	Komparse	Komparsin	Komparse
4	0	male	Missionar	Missionarin	Missionar
5	0	male	Historiker	Historikerin	Historiker
6	0	male	Fremdenführer	Fremdenführerin	Fremdenführer
7	0	male	Richter	Richterin	Richter
8	0	male	Bestatter	Bestatterin	Bestatter
9	0	male	Philosoph	Philosophin	Philosoph
10	0	male	Kartograf	Kartografin	Kartograf
11	0	male	Physikalisch-technischer Assistent	Physikalisch-technische Assistentin	Physikalisch-technischer Assistent
12	0	male	Galerist	Galeristin	Galerist
13	0	male	Weinküfer	Weinküferin	Weinküfer
14	0	male	Sport- und Fitnesskaufmann	Sport- und Fitnesskauffrau	Sport- und Fitnesskaufmann
15	0	male	Diätkoch	Diätköchin	Diätkoch
16	0	male	Pädagoge	Pädagogin	Pädagoge
17	0	male	Schriftgießer	Schriftgießerin	Schriftgießer
18	0	male	Systemelektroniker	Systemelektronikerin	Systemelektroniker
19	0	male	Automatenfachmann	Automatenfachfrau	Automatenfachmann
20	0	male	Astrophysiker	Astrophysikerin	Astrophysiker
21	0	male	Büroleiter	Büroleiterin	Büroleiter
22	0	male	Zootechniker	Zootechnikerin	Zootechniker
23	0	male	Erzieher	Erzieherin	Erzieher
24	0	male	Biologielaborant	Biologielaborantin	Biologielaborant
25	0	male	Friseur	Friseurin	Friseur
26	0	male	Redenschreiber	Redenschreiberin	Redenschreiber
27	0	male	Reporter	Reporterin	Reporter
28	0	male	Installateur	Installateurin	Installateur
29	1	neutral	Host	Hostess	Host
30	0	neutral	Hostess	Host	Hostess
31	0	male	Estrichleger	Estrichlegerin	Estrichleger
32	0	male	Spezialtiefbauer	Spezialtiefbauerin	Spezialtiefbauer
33	0	male	Tontechniker	Tontechnikerin	Tontechniker
34	0	male	Feldwebel	Feldwebelin	Feldwebel
35	0	male	Pharmazeutisch-kaufmännischer Angestellter	Pharmazeutisch-kaufmännische Angestellte	Pharmazeutisch-kaufmännischer Angestellter
36	0	male	Steuerbevollmächtigter	Steuerbevollmächtigte	Steuerbevollmächtigter
37	0	male	Gesundheits- und Krankenpflegehelfer	Gesundheits- und Krankenpflegehelferin	Gesundheits- und Krankenpflegehelfer
38	0	male	Schornsteinfeger	Schornsteinfegerin	Schornsteinfeger
39	0	male	Abt	Äbtissin	Abt
40	0	male	Matrose	Matrosin	Matrose
41	0	male	Kaufmann für Verkehrsservice	Kauffrau für Verkehrsservice	Kaufmann für Verkehrsservice
42	0	male	Toningenieur	Toningenieurin	Toningenieur
43	0	male	Anlagenmechaniker	Anlagenmechanikerin	Anlagenmechaniker
44	0	male	Strohdachdecker	Strohdachdeckerin	Strohdecker
45	0	male	Fahrlehrer	Fahrlehrerin	Fahrlehrer
46	0	male	Orientalist	Orientalistin	Orientalist
47	0	male	Baumeister	Baumeisterin	Baumeister
48	0	male	Bautechniker	Bautechnikerin	Bautechniker
49	0	male	Handwerksmeister	Handwerksmeisterin	Handwerksmeister
50	0	male	Korrepetitor	Korrepetitorin	Korrepetitor
51	0	male	Zahnmedizinischer Prophylaxeassistent	Zahnmedizinische Prophylaxeassistentin	Zahnmedizinischer Prophylaxeassistent
52	0	male	Ethnologe	Ethnologin	Ethnologe
53	0	male	Hotelfachmann	Hotelfachfrau	Hotelfachmann
54	0	male	Polizeivollzugsbeamter	Polizeivollzugsbeamtin	Polizeivollzugsbeamter
55	0	male	Reiseleiter	Reiseleiterin	Reiseleiter
56	0	male	Änderungsschneider	Änderungsschneiderin	Änderungsschneider
57	0	male	Meister	Meisterin	Meister
58	0	male	Ramp-Agent	Ramp-Agentin	Ramp Agent
59	0	male	Schweißer	Schweißerin	Schweißer
60	0	male	Immissionsschutzbeauftragter	Immissionsschutzbeauftragte	Immissionsschutzbeauftragter
61	0	male	Rettungssanitäter	Rettungssanitäterin	Rettungssanitäter
62	0	male	Bodensteward	Bodenstewardess	Bodensteward
63	0	male	Unternehmensberater	Unternehmensberaterin	Unternehmensberater
64	0	male	Verwaltungsbetriebswirt	Verwaltungsbetriebswirtin	Verwaltungsbetriebswirt (HVSV)
65	0	male	Edelsteinfasser	Edelsteinfasserin	Edelsteinfasser
66	0	male	Musikfachhändler	Musikfachhändlerin	Musikfachhändler
67	0	male	Medienberater	Medienberaterin	Mediaberater
68	0	male	Kaffeeröster	Kaffeerösterin	Kaffeeröster
69	0	male	Logistikmeister	Logistikmeisterin	Geprüfter Logistikmeister
70	0	male	Artist	Artistin	Artist (Darsteller)
71	0	neutral	Medientechniker	Medientechnikerin	Medientechnik
72	0	male	Visagist	Visagistin	Visagist
73	0	male	Lebensmittelkontrolleur	Lebensmittelkontrolleurin	Lebensmittelkontrolleur
74	0	male	Assistenzarzt	Assistenzärztin	Assistenzarzt
75	0	male	Sprachmittler	Sprachmittlerin	Sprachmittler
76	0	male	Patentanwalt	Patentanwältin	Patentanwalt (Deutschland)
77	0	male	Kupferstecher	Kupferstecherin	Kupferstecher
78	0	male	Maler und Lackierer	Malerin und Lackiererin	Maler und Lackierer
79	0	male	Edelsteinschleifer	Edelsteinschleiferin	Edelsteinschleifer
80	0	male	Elektroingenieur	Elektroingenieurin	Elektroingenieur
81	0	male	Raumausstatter	Raumausstatterin	Raumausstatter
82	0	male	Uhrmacher	Uhrmacherin	Uhrmacher
83	0	male	Betriebssanitäter	Betriebssanitäterin	Betriebssanitäter
84	0	male	Schuhfertiger	Schuhfertigerin	Schuhfertiger
85	0	male	Fachpraktiker	Fachpraktikerin	Fachpraktiker
86	0	male	Automobilkaufmann	Automobilkauffrau	Automobilkaufmann
87	0	male	Schausteller	Schaustellerin	Schausteller
88	1	male	Präsident	Präsidentin	Präsident
89	0	male	Werkpolier	Werkpolierin	Werkpolier
90	0	male	Bühnenmeister	Bühnenmeisterin	Bühnenmeister
91	0	male	Handzuginstrumentenmacher	Handzuginstrumentenmacherin	Handzuginstrumentenmacher
92	0	male	Journalist	Journalistin	Journalist
93	0	male	Foto- und medientechnischer Assistent	Foto- und medientechnische Assistentin	Gestaltungs- und medientechnischer Assistent
94	0	male	Rechtsanwalt	Rechtsanwältin	Rechtsanwalt
95	0	male	Syndikus-Anwalt	Syndikus-Anwältin	Syndikus
96	0	male	Medizinisch-technischer Assistent	Medizinisch-technische Assistentin	Medizinisch-technischer Assistent
97	0	male	Fachangestellter für Medien- und Informationsdienste	Fachangestellte für Medien- und Informationsdienste	Fachangestellter für Medien- und Informationsdienste
98	0	male	Film- und Videolaborant	Film- und Videolaborantin	Film- und Videolaborant
99	0	male	Klebfachingenieur	Klebfachingenieurin	Klebfachingenieur
100	0	male	Physiker	Physikerin	Physiker
101	0	male	Tanzlehrer	Tanzlehrerin	Tanzlehrer
102	0	male	Inspektor	Inspektorin	Inspektor
103	0	male	Feuerungs- und Schornsteinbauer	Feuerungs- und Schornsteinbauerin	Feuerungs- und Schornsteinbauer
104	0	male	Kanalsteurer	Kanalsteurerin	Kanalsteurer
105	0	male	Pharmazeutisch-technischer Assistent	Pharmazeutisch-technische Assistentin	Pharmazeutisch-technischer Assistent
106	0	male	Datenverarbeitungskaufmann	Datenverarbeitungskauffrau	Datenverarbeitungskaufmann
107	0	male	Bootsführer	Bootsführerin	Bootsführer
108	0	male	Anwendungsprogrammierer	Anwendungsprogrammiererin	Anwendungsprogrammierer
109	0	male	Butler	Butlerin	Butler
110	0	male	Medienkaufmann	Medienkauffrau	Medienkaufmann Digital und Print
111	0	male	Straßenwärter	Straßenwärterin	Straßenwärter
112	0	male	Werbetexter	Werbetexterin	Werbetexter
113	0	male	Arrangeur	Arrangeurin	Arrangeur
114	0	male	Masseur und medizinischer Bademeister	Masseurin und medizinische Bademeisterin	Masseur und medizinischer Bademeister
115	0	male	Biologe	Biologin	Biologe
116	0	neutral	Dressman	Mannequin	Model
117	1	neutral	Mannequin	Dressman	Mannequin
118	0	male	Schauspieler	Schauspielerin	Schauspieler
119	0	male	Fotomedienlaborant	Fotomedienlaborantin	Fotomedienlaborant
120	0	male	Elektromechanikermeister	Elektromechanikermeisterin	Elektromechanikermeister
121	0	male	Zuschneider	Zuschneiderin	Zuschneider
122	0	male	Kameramann	Kamerafrau	Kameramann
123	0	male	Hotelkaufmann	Hotelkauffrau	Hotelkaufmann
124	0	male	Trockenbaumonteur	Trockenbaumonteurin	Trockenbaumonteur
125	0	male	Segellehrer	Segellehrerin	Segellehrer
126	0	male	Industrieelektroniker	Industrieelektronikerin	Industrieelektroniker
127	0	male	Chemikant	Chemikantin	Chemikant
128	0	male	Chemisch-technischer Assistent	Chemisch-technische Assistentin	Chemisch-Technischer Assistent
129	0	male	Psychologisch-technischer Assistent	Psychologisch-technische Assistentin	Psychologisch-technischer Assistent
130	0	male	Thermometermacher	Thermometermacherin	Thermometermacher
131	0	male	Dachdecker	Dachdeckerin	Dachdecker
132	0	male	Kaufmannsgehilfe	Kaufmannsgehilfin	Kaufmannsgehilfe
133	0	male	Bibliothekar	Bibliothekarin	Bibliothekar
134	0	male	Webdesigner	Webdesignerin	Webdesigner
135	0	male	Yogalehrer	Yogalehrerin	Yogalehrer
136	0	male	Euro-Fremdsprachenkorrespondent	Euro-Fremdsprachenkorrespondentin	Euro-Fremdsprachenkorrespondent
137	0	male	Mathematisch-technischer Softwareentwickler	Mathematisch-technische Softwareentwicklerin	Mathematisch-technischer Softwareentwickler
138	0	male	Facharbeiter für Nachrichtentechnik	Facharbeiterin für Nachrichtentechnik	Facharbeiter für Nachrichtentechnik
139	0	male	Fachberater für Finanzdienstleistungen	Fachberaterin für Finanzdienstleistungen	Fachberater für Finanzdienstleistungen
140	0	male	Konstrukteur	Konstrukteurin	Konstrukteur
141	0	male	Hoteldiener	Hoteldienerin	Hoteldiener
142	0	male	Finanzberater	Finanzberaterin	Finanzberater
143	1	male	Manager	Managerin	Manager
144	0	male	Küchenmeister	Küchenmeisterin	Küchenmeister
145	0	male	Justizfachwirt	Justizfachwirtin	Justizfachwirt
146	0	male	Gärtner	Gärtnerin	Gärtner
147	0	male	Fotomedienfachmann	Fotomedienfachfrau	Fotomedienfachmann
148	0	male	Werkgehilfe Schmuckwarenindustrie, Taschen- und Armbanduhren	Werkgehilfin Schmuckwarenindustrie, Taschen- und Armbanduhren	Werkgehilfe Schmuckwarenindustrie, Taschen- und Armbanduhren
149	0	male	Schnellzeichner	Schnellzeichnerin	Schnellzeichner
150	0	male	Informatiker	Informatikerin	Informatiker
151	0	male	Notenstecher	Notenstecherin	Notenstecher
152	0	male	Rettungsschwimmer	Rettungsschwimmerin	Rettungsschwimmer
153	0	male	Kriminologe	Kriminologin	Kriminologe
154	0	male	Rettungsassistent	Rettungsassistentin	Rettungsassistent
155	0	male	Kernmacher	Kernmacherin	Kernmacher
156	0	male	Stanz- und Umformmechaniker	Stanz- und Umformmechanikerin	Stanz- und Umformmechaniker
157	0	male	Elektroinstallateur	Elektroinstallateurin	Elektroinstallateur
158	0	male	Naturwerksteinmechaniker	Naturwerksteinmechanikerin	Naturwerksteinmechaniker
159	0	male	Edelmetallprüfer	Edelmetallprüferin	Edelmetallprüfer
160	0	male	Handelsfachwirt	Handelsfachwirtin	Handelsfachwirt
161	0	male	Schiffsbetriebsoffizier	Schiffsbetriebsoffizierin	Schiffsbetriebsoffizier
162	0	male	Metallblasinstrumentenmacher	Metallblasinstrumentenmacherin	Metallblasinstrumentenmacher
163	0	male	Tiefbauingenieur	Tiefbauingenieurin	Tiefbauingenieur
164	0	male	Büchsenmachermeister	Büchsenmachermeisterin	Büchsenmeister
165	0	male	Fotolaborant	Fotolaborantin	Fotolaborant
166	0	male	Elektromonteur	Elektromonteurin	Elektromonteur
167	0	male	Patentanwaltsfachangestellter	Patentanwaltsfachangestellte	Patentanwaltsfachangestellter
168	0	male	Industriekeramiker Verfahrenstechnik	Industriekeramikerin Verfahrenstechnik	Industriekeramiker Verfahrenstechnik
169	0	male	Graveur	Graveurin	Graveur
170	0	male	Kunststoff-Formgeber	Kunststoff-Formgeberin	Kunststoffformgeber
171	0	male	Zimmerer	Zimmerin	Zimmerer
172	0	male	Erntehelfer	Erntehelferin	Erntehelfer
173	0	male	Lagerhalter	Lagerhalterin	Lagerhalter
174	0	male	Textilreiniger	Textilreinigerin	Textilreiniger
175	0	male	Musikverleger	Musikverlegerin	Musikverleger
176	0	male	Musiker	Musikerin	Musiker
177	0	male	Sachverständiger	Sachverständige	Sachverständiger
178	0	male	Dramatiker	Dramatikerin	Dramatiker
179	0	male	Theologe	Theologin	Theologe
180	0	male	Geomatiker	Geomatikerin	Geomatiker
181	0	neutral	Filmgeschäftsführer	Filmgeschäftsführerin	Filmgeschäftsführung
182	0	male	Berufskraftfahrer	Berufskraftfahrerin	Berufskraftfahrer
183	0	male	Bürokaufmann	Bürokauffrau	Bürokaufmann
184	0	male	Offizier	Offizierin	Offizier
185	0	male	Reprograf	Reprografin	Reprograf
186	0	male	Regieassistent	Regieassistentin	Regieassistent
187	0	male	Kassierer	Kassiererin	Kassierer
188	0	male	Zweiradmechaniker	Zweiradmechanikerin	Zweiradmechaniker
189	0	male	Zahnmedizinischer Verwaltungsassistent	Zahnmedizinische Verwaltungsassistentin	Zahnmedizinischer Verwaltungsassistent
190	0	male	Asphaltbauer	Asphaltbauerin	Asphaltbauer
191	0	male	Fachinformatiker	Fachinformatikerin	Fachinformatiker
192	0	male	Aufbereitungsmechaniker	Aufbereitungsmechanikerin	Aufbereitungsmechaniker
193	0	male	Beleuchter	Beleuchterin	Beleuchter
194	0	male	Schneidwerkzeugmechaniker	Schneidwerkzeugmechanikerin	Schneidwerkzeugmechaniker
195	0	male	Rechtsanwalts- und Notarfachangestellter	Rechtsanwalts- und Notarfachangestellte	Rechtsanwalts- und Notarfachangestellter
